VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2,09/01/2021 07:42:00 AM,09/01/2021 08:06:00 AM,,,91,222,,4.64,23.79,2.75,0,0,0,,0.3,26.84,,,
2,09/01/2021 07:42:00 AM,09/01/2021 08:32:00 AM,,,252,45,,15.48,53.08,2.75,0,0,6.55,,0.3,62.68,,,
2,09/01/2021 07:42:06 AM,09/01/2021 07:45:40 AM,N,1,75,74,1,1.12,5.5,0,0.5,1.26,0,,0.3,7.56,1,1,0
2,09/01/2021 07:42:51 AM,09/01/2021 08:06:14 AM,N,1,74,140,1,3.33,17.5,0,0.5,4.21,0,,0.3,25.26,1,1,2.75
2,09/01/2021 07:43:00 AM,09/01/2021 08:13:00 AM,,,213,75,,6.72,25.36,0,0,9,6.55,,0.3,41.21,,,
2,09/01/2021 07:43:22 AM,09/01/2021 07:57:41 AM,N,1,74,239,1,3.01,12,0,0.5,0,0,,0.3,15.55,2,1,2.75
2,09/01/2021 07:44:00 AM,09/01/2021 07:50:52 AM,N,1,74,74,1,0.81,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
2,09/01/2021 07:45:00 AM,09/01/2021 08:11:00 AM,,,116,263,,5.91,23.36,2.75,0,0,0,,0.3,26.41,,,
2,09/01/2021 07:46:39 AM,09/01/2021 07:48:05 AM,N,1,83,82,6,0.1,3,0,0.5,0,0,,0.3,3.8,2,1,0
1,09/01/2021 07:46:51 AM,09/01/2021 07:55:43 AM,,,74,166,,1.9,9,0,0.5,0.98,0,,0.3,10.78,,,
2,09/01/2021 07:46:59 AM,09/01/2021 07:56:45 AM,N,1,188,89,1,0.49,7.5,0,0.5,0,0,,0.3,8.3,1,1,0
2,09/01/2021 07:47:00 AM,09/01/2021 07:57:00 AM,,,41,166,,1.7,13.2,0,0,0,0,,0.3,13.5,,,
2,09/01/2021 07:47:00 AM,09/01/2021 08:13:00 AM,,,85,97,,3.81,21.64,2.75,0,0,0,,0.3,24.69,,,
2,09/01/2021 07:47:00 AM,09/01/2021 08:25:00 AM,,,72,121,,9.29,46.88,2.75,0,0,0,,0.3,49.93,,,
2,09/01/2021 07:47:00 AM,09/01/2021 08:19:00 AM,,,205,72,,11.12,42.8,2.75,0,0,6.55,,0.3,52.4,,,
2,09/01/2021 07:47:17 AM,09/01/2021 08:46:51 AM,N,4,7,265,1,22.61,92.5,0,0.5,0,6.55,,0.3,99.85,1,1,0
2,09/01/2021 07:47:21 AM,09/01/2021 07:58:52 AM,N,1,74,263,6,2.09,10,0,0.5,2.71,0,,0.3,16.26,1,1,2.75
2,09/01/2021 07:47:34 AM,09/01/2021 08:02:47 AM,N,1,116,166,1,2.14,11.5,0,0.5,1.5,0,,0.3,13.8,1,1,0
2,09/01/2021 07:48:00 AM,09/01/2021 08:02:00 AM,,,29,165,,3.19,21.61,2.75,0,0,0,,0.3,24.66,,,
1,09/01/2021 07:48:04 AM,09/01/2021 08:23:38 AM,N,2,75,132,3,18.1,52,0,0.5,5,6.55,,0.3,64.35,1,1,0
2,09/01/2021 07:48:30 AM,09/01/2021 08:04:48 AM,N,1,134,138,1,6.11,19.5,0,0.5,0,0,,0.3,20.3,2,1,0
2,09/01/2021 07:48:36 AM,09/01/2021 08:03:40 AM,N,1,244,69,5,2.35,11.5,0,0.5,2.46,0,,0.3,14.76,1,1,0
2,09/01/2021 07:49:00 AM,09/01/2021 08:48:00 AM,,,35,231,,7.87,25.93,2.75,0,0,0,,0.3,28.98,,,
2,09/01/2021 07:49:48 AM,09/01/2021 07:50:02 AM,N,5,159,159,3,0,15.5,0,0,0,0,,0.3,15.8,1,2,0
2,09/01/2021 07:50:00 AM,09/01/2021 08:23:53 AM,N,1,166,138,1,8.22,31.5,0,0.5,8,6.55,,0.3,46.85,1,1,0
2,09/01/2021 07:50:00 AM,09/01/2021 08:26:00 AM,,,17,132,,9.84,33.46,0,0,5.63,0,,0.3,39.39,,,
2,09/01/2021 07:51:00 AM,09/01/2021 08:52:00 AM,,,85,244,,17.36,50.24,2.75,0,0,6.55,,0.3,59.84,,,
2,09/01/2021 07:52:00 AM,09/01/2021 08:46:00 AM,,,128,219,,21.53,56.18,2.75,0,0,6.55,,0.3,65.78,,,
2,09/01/2021 07:52:00 AM,09/01/2021 08:05:00 AM,,,196,95,,2.59,12.39,2.75,0,0,0,,0.3,15.44,,,
2,09/01/2021 07:52:00 AM,09/01/2021 07:58:00 AM,,,196,196,,1.32,12.39,2.75,0,0,0,,0.3,15.44,,,
2,09/01/2021 07:52:11 AM,09/01/2021 07:57:48 AM,N,1,74,75,1,1.13,6.5,0,0.5,1.5,0,,0.3,8.8,1,1,0
1,09/01/2021 07:52:29 AM,09/01/2021 08:10:34 AM,N,1,41,48,1,3.9,15,2.75,0.5,3.7,0,,0.3,22.25,1,1,2.75
2,09/01/2021 07:52:35 AM,09/01/2021 08:01:49 AM,N,1,74,75,1,1.54,8,0,0.5,1.9,0,,0.3,10.7,1,1,0
2,09/01/2021 07:52:37 AM,09/01/2021 08:07:16 AM,N,1,75,233,1,4.13,14.5,0,0.5,0,0,,0.3,18.05,2,1,2.75
2,09/01/2021 07:54:00 AM,09/01/2021 08:12:00 AM,,,74,263,,53493.82,20.65,2.75,0,0,0,,0.3,23.7,,,
2,09/01/2021 07:54:00 AM,09/01/2021 08:22:00 AM,,,200,151,,7.4,30.81,2.75,0,0,3,,0.3,36.86,,,
2,09/01/2021 07:54:23 AM,09/01/2021 08:12:30 AM,N,1,244,43,2,4.97,17,0,0.5,3,0,,0.3,23.55,1,1,2.75
2,09/01/2021 07:55:15 AM,09/01/2021 09:05:24 AM,N,1,218,7,1,14.15,51,0,0.5,0,0,,0.3,51.8,1,1,0
1,09/01/2021 07:55:18 AM,09/01/2021 08:07:47 AM,N,1,75,151,1,1.8,10,0,0.5,0,0,,0.3,10.8,1,1,0
1,09/01/2021 07:55:52 AM,09/01/2021 01:51:20 PM,N,5,82,95,1,47.1,0,0,0,0,0,,0,0,2,2,0
2,09/01/2021 07:56:00 AM,09/01/2021 08:21:00 AM,,,216,130,,4.93,18.58,2.75,0,0,0,,0.3,21.63,,,
2,09/01/2021 07:56:00 AM,09/01/2021 08:28:00 AM,,,205,39,,8.18,43.69,2.75,0,0,0,,0.3,46.74,,,
2,09/01/2021 07:56:11 AM,09/01/2021 08:07:37 AM,N,1,130,121,1,3.39,12,0,0.5,2.56,0,,0.3,15.36,1,1,0
2,09/01/2021 07:56:49 AM,09/01/2021 08:02:37 AM,N,1,74,74,1,0.86,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,09/01/2021 07:57:00 AM,09/01/2021 08:46:00 AM,,,71,74,,17.46,41.89,2.75,0,0,6.55,,0.3,51.49,,,
2,09/01/2021 07:57:01 AM,09/01/2021 08:14:29 AM,N,1,42,244,1,2.53,13,0,0.5,3,0,,0.3,16.8,1,1,0
2,09/01/2021 07:57:10 AM,09/01/2021 08:07:21 AM,N,1,74,24,1,1.87,9,0,0.5,2.94,0,,0.3,12.74,1,1,0
2,09/01/2021 07:57:33 AM,09/01/2021 08:12:40 AM,N,1,74,236,1,2,11,0,0.5,2.91,0,,0.3,17.46,1,1,2.75
2,09/01/2021 07:57:55 AM,09/01/2021 08:09:02 AM,N,1,42,244,1,1.66,9,0,0.5,0,0,,0.3,9.8,2,1,0
1,09/01/2021 07:57:57 AM,09/01/2021 08:22:28 AM,N,1,166,170,1,5.6,20.5,2.75,0.5,7.22,0,,0.3,31.27,1,1,2.75
2,09/01/2021 07:58:00 AM,09/01/2021 08:13:00 AM,,,7,162,,3.51,15.4,0,0,4.04,0,,0.3,22.49,,,
2,09/01/2021 07:58:00 AM,09/01/2021 08:59:00 AM,,,76,137,,14.93,29.6,2.75,0,0,6.55,,0.3,39.2,,,
2,09/01/2021 07:58:00 AM,09/01/2021 08:08:00 AM,,,41,166,,1.18,13.2,0,0,3,0,,0.3,16.5,,,
2,09/01/2021 07:58:00 AM,09/01/2021 08:22:00 AM,,,75,18,,7.43,28.45,0,0,0,0,,0.3,28.75,,,
1,09/01/2021 07:58:07 AM,09/01/2021 08:15:24 AM,N,1,74,141,1,3.3,13.5,2.75,0.5,1,0,,0.3,18.05,1,1,2.75
2,09/01/2021 07:58:14 AM,09/01/2021 08:05:59 AM,N,1,75,74,1,1.34,7.5,0,0.5,0.08,0,,0.3,8.38,1,1,0
1,09/01/2021 07:58:22 AM,09/01/2021 08:09:57 AM,N,1,41,238,1,2.3,10.5,2.75,0.5,5,0,,0.3,19.05,1,1,2.75
2,09/01/2021 07:59:00 AM,09/01/2021 08:25:00 AM,,,74,82,,7.05,24.85,2.75,0,0,6.55,,0.3,34.45,,,
2,09/01/2021 08:00:00 AM,09/01/2021 09:06:00 AM,,,51,155,,26.86,63.95,2.75,0,0,6.55,,0.3,73.55,,,
2,09/01/2021 08:00:04 AM,09/01/2021 08:42:15 AM,N,1,65,132,1,17.67,50,0,0.5,15.24,0,,0.3,66.04,1,1,0
2,09/01/2021 08:00:07 AM,09/01/2021 08:09:50 AM,N,1,95,135,1,2.07,9.5,0,0.5,2.06,0,,0.3,12.36,1,1,0
2,09/01/2021 08:00:24 AM,09/01/2021 08:07:28 AM,N,1,116,74,1,1.38,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,09/01/2021 08:00:29 AM,09/01/2021 08:28:13 AM,N,1,85,76,1,4.62,20.5,0,0.5,0,0,,0.3,21.3,2,1,0
2,09/01/2021 08:00:47 AM,09/01/2021 08:05:51 AM,N,1,41,152,1,0.61,5,0,0.5,0,0,,0.3,5.8,2,1,0
2,09/01/2021 08:00:56 AM,09/01/2021 08:01:09 AM,N,1,74,74,1,0.03,2.5,0,0.5,0,0,,0.3,3.3,2,1,0
2,09/01/2021 08:01:00 AM,09/01/2021 08:16:00 AM,,,223,83,,4.76,16.83,2.75,0,0,0,,0.3,19.88,,,
2,09/01/2021 08:01:17 AM,09/01/2021 08:15:43 AM,N,1,75,152,1,3.06,12,0,0.5,0,0,,0.3,12.8,2,1,0
2,09/01/2021 08:01:36 AM,09/01/2021 08:09:06 AM,N,1,75,238,1,1.29,7.5,0,0.5,2,0,,0.3,10.3,1,1,0
2,09/01/2021 08:02:00 AM,09/01/2021 08:38:00 AM,,,61,88,,5.32,26.16,2.75,0,0,0,,0.3,29.21,,,
2,09/01/2021 08:03:00 AM,09/01/2021 08:31:00 AM,,,146,48,,4,17.97,0,0,4.61,0,,0.3,25.63,,,
2,09/01/2021 08:03:11 AM,09/01/2021 08:12:17 AM,N,1,74,75,1,1.48,8,0,0.5,0,0,,0.3,8.8,2,1,0
2,09/01/2021 08:03:24 AM,09/01/2021 08:25:36 AM,N,1,74,87,1,9.16,27,0,0.5,6.11,0,,0.3,36.66,1,1,2.75
2,09/01/2021 08:04:00 AM,09/01/2021 09:09:00 AM,,,51,68,,19.16,55.17,2.75,0,0,0,,0.3,58.22,,,
2,09/01/2021 08:04:06 AM,09/01/2021 08:15:28 AM,N,1,75,166,1,2.32,10,0,0.5,1.5,0,,0.3,12.3,1,1,0
2,09/01/2021 08:04:40 AM,09/01/2021 08:19:39 AM,N,1,116,247,1,1.39,9,0,0.5,0,0,,0.3,9.8,2,1,0
1,09/01/2021 08:05:49 AM,09/01/2021 08:13:26 AM,N,1,74,75,1,1.4,7,0,0.5,1.55,0,,0.3,9.35,1,1,0
1,09/01/2021 08:05:50 AM,09/01/2021 08:06:19 AM,N,1,95,95,1,0.1,2.5,0,0.5,0,0,,0.3,3.3,3,1,0
2,09/01/2021 08:06:00 AM,09/01/2021 09:00:00 AM,,,117,49,,14.62,42.97,5.5,0,0,2.45,,0.3,51.22,,,
2,09/01/2021 08:06:00 AM,09/01/2021 08:13:00 AM,,,159,69,,1.26,14.55,2.75,0,0,0,,0.3,17.6,,,
2,09/01/2021 08:06:32 AM,09/01/2021 08:16:10 AM,N,1,166,238,1,1.95,8.5,0,0.5,2,0,,0.3,14.05,1,1,2.75
2,09/01/2021 08:07:00 AM,09/01/2021 08:21:00 AM,,,32,259,,3.9,21.16,2.75,0,0,0,,0.3,24.21,,,
2,09/01/2021 08:08:00 AM,09/01/2021 08:36:00 AM,,,39,197,,7.34,36.45,2.75,0,0,0,,0.3,39.5,,,
2,09/01/2021 08:08:00 AM,09/01/2021 08:27:00 AM,,,155,150,,3.06,24.92,2.75,0,0,0,,0.3,27.97,,,
2,09/01/2021 08:08:23 AM,09/01/2021 08:24:15 AM,N,1,223,129,1,2.83,12.5,0,0.5,0.7,0,,0.3,14,1,1,0
2,09/01/2021 08:09:00 AM,09/01/2021 08:30:00 AM,,,145,37,,3.72,17.05,0,0,3.86,0,,0.3,21.21,,,
2,09/01/2021 08:09:04 AM,09/01/2021 08:27:32 AM,N,1,74,137,1,5.64,19.5,0,0.5,0,0,,0.3,23.05,2,1,2.75
2,09/01/2021 08:09:36 AM,09/01/2021 08:23:51 AM,N,1,74,236,1,2.34,11,0,0.5,3.64,0,,0.3,18.19,1,1,2.75
2,09/01/2021 08:10:00 AM,09/01/2021 08:22:00 AM,,,85,89,,1.84,15.45,2.75,0,0,0,,0.3,18.5,,,
2,09/01/2021 08:10:00 AM,09/01/2021 08:24:00 AM,,,166,75,,1.91,20.46,2.75,0,0,0,,0.3,23.51,,,
2,09/01/2021 08:10:15 AM,09/01/2021 08:28:30 AM,N,1,74,140,1,3.32,14.5,0,0.5,2,0,,0.3,20.05,1,1,2.75
2,09/01/2021 08:11:00 AM,09/01/2021 08:48:00 AM,,,220,126,,8.18,29.81,2.75,0,0,0,,0.3,32.86,,,
2,09/01/2021 08:11:00 AM,09/01/2021 08:50:00 AM,,,81,130,,15.26,46.49,2.75,0,0,6.55,,0.3,56.09,,,
2,09/01/2021 08:11:03 AM,09/01/2021 08:24:17 AM,N,1,74,236,6,2.57,11,0,0.5,2.91,0,,0.3,17.46,1,1,2.75
2,09/01/2021 08:11:47 AM,09/01/2021 08:15:55 AM,N,1,75,74,1,1.19,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,09/01/2021 08:12:00 AM,09/01/2021 08:24:00 AM,,,119,116,,2.14,18.25,2.75,0,0,0,,0.3,21.3,,,
2,09/01/2021 08:12:00 AM,09/01/2021 08:25:00 AM,,,71,39,,3.09,23.83,2.75,0,0,0,,0.3,26.88,,,
2,09/01/2021 08:12:20 AM,09/01/2021 08:30:39 AM,N,1,166,75,1,2.11,12.5,0,0.5,2.66,0,,0.3,15.96,1,1,0
2,09/01/2021 08:13:00 AM,09/01/2021 08:27:00 AM,,,75,162,,4.31,13.2,0,0,3.55,0,,0.3,19.8,,,
2,09/01/2021 08:13:17 AM,09/01/2021 08:32:44 AM,N,1,74,244,1,3.01,14.5,0,0.5,1.53,0,,0.3,16.83,1,1,0
2,09/01/2021 08:14:00 AM,09/01/2021 08:26:00 AM,,,182,51,,5.43,21.16,0,0,4.77,0,,0.3,26.23,,,
2,09/01/2021 08:14:00 AM,09/01/2021 08:40:00 AM,,,160,171,,7.85,25.36,2.75,0,0,0,,0.3,28.41,,,
2,09/01/2021 08:14:00 AM,09/01/2021 08:26:00 AM,,,213,185,,4.09,22.79,2.75,0,0,0,,0.3,25.84,,,
2,09/01/2021 08:15:00 AM,09/01/2021 09:13:00 AM,,,76,33,,7.44,30.99,2.75,0,0,0,,0.3,34.04,,,
2,09/01/2021 08:15:00 AM,09/01/2021 08:39:00 AM,,,37,181,,4.63,24.47,1.35,0,0,0,,0.3,26.12,,,
2,09/01/2021 08:15:00 AM,09/01/2021 08:34:00 AM,,,263,244,,5.75,27.69,2.75,0,0,0,,0.3,30.74,,,
1,09/01/2021 08:15:11 AM,09/01/2021 08:24:09 AM,N,1,75,237,1,1.9,8.5,2.75,0.5,1,0,,0.3,13.05,1,1,2.75
2,09/01/2021 08:15:42 AM,09/01/2021 08:46:16 AM,N,1,33,163,1,7.76,26.5,0,0.5,7.51,0,,0.3,37.56,1,1,2.75
2,09/01/2021 08:16:00 AM,09/01/2021 08:30:00 AM,,,166,263,,2.33,13.2,0,0,1.78,0,,0.3,18.03,,,
2,09/01/2021 08:16:13 AM,09/01/2021 08:21:26 AM,N,1,75,74,1,1.02,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,09/01/2021 08:16:58 AM,09/01/2021 08:35:03 AM,N,1,75,100,1,4.86,17,0,0.5,0,0,,0.3,20.55,1,1,2.75
2,09/01/2021 08:17:00 AM,09/01/2021 08:30:00 AM,,,97,17,,1.96,18.13,1.35,0,0,0,,0.3,19.78,,,
2,09/01/2021 08:17:00 AM,09/01/2021 08:55:00 AM,,,42,242,,10.26,43.45,2.75,0,0,0,,0.3,46.5,,,
2,09/01/2021 08:18:00 AM,09/01/2021 08:37:00 AM,,,254,169,,4.92,24.86,2.75,0,0,0,,0.3,27.91,,,
2,09/01/2021 08:18:08 AM,09/01/2021 08:48:02 AM,N,1,197,219,1,6.95,25.5,0,0.5,0,0,,0.3,26.3,2,1,0
2,09/01/2021 08:18:37 AM,09/01/2021 08:39:54 AM,N,1,75,229,1,2.21,14.5,0,0.5,0,0,,0.3,15.3,1,1,0
2,09/01/2021 08:18:43 AM,09/01/2021 08:32:27 AM,N,1,74,236,1,1.91,10.5,0,0.5,1.5,0,,0.3,15.55,1,1,2.75
2,09/01/2021 08:18:49 AM,09/01/2021 08:20:56 AM,N,1,42,166,1,0.43,4,0,0.5,0,0,,0.3,4.8,2,1,0
2,09/01/2021 08:19:00 AM,09/01/2021 09:14:00 AM,,,26,140,,12.24,37.06,2.75,0,0,6.55,,0.3,46.66,,,
1,09/01/2021 08:19:26 AM,09/01/2021 08:23:03 AM,N,1,188,188,1,0.6,4.5,0,0.5,0,0,,0.3,5.3,2,1,0
2,09/01/2021 08:21:00 AM,09/01/2021 08:43:00 AM,,,126,242,,3.96,24.19,1.35,0,0,0,,0.3,25.84,,,
2,09/01/2021 08:22:16 AM,09/01/2021 08:32:59 AM,N,1,74,75,1,1.39,8.5,0,0.5,1.86,0,,0.3,11.16,1,1,0
2,09/01/2021 08:23:00 AM,09/01/2021 08:30:00 AM,,,205,205,,1.46,21.33,0,0,0,0,,0.3,21.63,,,
2,09/01/2021 08:23:00 AM,09/01/2021 08:53:00 AM,,,193,95,,9.52,25.21,2.75,0,0,0,,0.3,28.26,,,
2,09/01/2021 08:23:00 AM,09/01/2021 08:32:00 AM,,,62,71,,1.15,21.37,2.75,0,0,0,,0.3,24.42,,,
1,09/01/2021 08:23:24 AM,09/01/2021 08:27:37 AM,N,1,74,75,1,1,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,09/01/2021 08:24:00 AM,09/01/2021 08:57:00 AM,,,24,33,,10.63,34.71,2.75,0,0,0,,0.3,37.76,,,
2,09/01/2021 08:24:00 AM,09/01/2021 08:36:00 AM,,,42,244,,2.12,21.35,2.75,0,0,0,,0.3,24.4,,,
2,09/01/2021 08:24:10 AM,09/01/2021 08:40:51 AM,N,1,75,244,1,5.36,18.5,0,0.5,3.86,0,,0.3,23.16,1,1,0
