VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2,09/01/2021 01:30:00 PM,09/01/2021 01:38:00 PM,,,38,205,,1.47,18.58,2.75,0,0,0,,0.3,21.63,,,
2,09/01/2021 01:30:00 PM,09/01/2021 01:43:00 PM,,,242,213,,2.75,22.79,2.75,0,0,0,,0.3,25.84,,,
2,09/01/2021 01:30:26 PM,09/01/2021 01:45:28 PM,N,1,166,75,1,2.1,11.5,0,0.5,2.46,0,,0.3,14.76,1,1,0
2,09/01/2021 01:30:54 PM,09/01/2021 01:41:54 PM,N,1,74,168,1,1.76,9.5,0,0.5,0,0,,0.3,10.3,2,1,0
2,09/01/2021 01:30:56 PM,09/01/2021 01:36:21 PM,N,1,74,75,1,0.58,5,0,0.5,0,0,,0.3,5.8,2,1,0
2,09/01/2021 01:30:57 PM,09/01/2021 01:35:32 PM,N,1,129,129,1,0.95,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,09/01/2021 01:30:59 PM,09/01/2021 01:37:23 PM,N,1,75,75,6,0.95,6,0,0.5,0,0,,0.3,6.8,2,1,0
2,09/01/2021 01:31:00 PM,09/01/2021 01:44:01 PM,N,1,95,160,1,2.19,10,0,0.5,0,0,,0.3,10.8,2,1,0
2,09/01/2021 01:31:00 PM,09/01/2021 01:55:00 PM,,,215,56,,6.48,36.62,2.75,0,0,0,,0.3,39.67,,,
2,09/01/2021 01:31:00 PM,09/01/2021 01:37:00 PM,,,71,91,,1.19,15.45,2.75,0,0,0,,0.3,18.5,,,
2,09/01/2021 01:31:39 PM,09/01/2021 01:44:32 PM,N,1,95,131,5,3.93,14.5,0,0.5,0,0,,0.3,15.3,1,1,0
2,09/01/2021 01:32:00 PM,09/01/2021 01:43:00 PM,,,223,7,,1.49,13.2,0,0,3,0,,0.3,16.5,,,
2,09/01/2021 01:34:00 PM,09/01/2021 02:01:00 PM,,,174,69,,5.1,22.11,0,0,0,0,,0.3,22.41,,,
2,09/01/2021 01:34:09 PM,09/01/2021 01:49:06 PM,N,1,22,55,1,2.56,11.5,0,0.5,0,0,,0.3,12.3,2,1,0
1,09/01/2021 01:34:30 PM,09/01/2021 01:49:46 PM,N,5,69,168,1,2,0,0,0,0,0,,0,0,2,2,0
2,09/01/2021 01:34:30 PM,09/01/2021 01:47:13 PM,N,1,244,239,1,5.42,17,0,0.5,4.11,0,,0.3,24.66,1,1,2.75
2,09/01/2021 01:34:35 PM,09/01/2021 01:52:30 PM,N,1,134,216,1,2.97,14,0,0.5,2.96,0,,0.3,17.76,1,1,0
2,09/01/2021 01:34:51 PM,09/01/2021 01:45:04 PM,N,1,116,41,1,1.02,8.5,0,0.5,0,0,,0.3,9.3,2,1,0
2,09/01/2021 01:35:00 PM,09/01/2021 02:12:00 PM,,,25,188,,3.96,21.64,2.75,0,0,0,,0.3,24.69,,,
2,09/01/2021 01:35:00 PM,09/01/2021 01:53:00 PM,,,129,95,,3.29,22.45,2.75,0,0,0,,0.3,25.5,,,
2,09/01/2021 01:35:03 PM,09/01/2021 02:55:05 PM,N,1,202,226,1,4.86,46,0,0.5,0,0,,0.3,46.8,1,1,0
2,09/01/2021 01:35:52 PM,09/01/2021 01:47:22 PM,N,1,74,238,1,2.53,10.5,0,0.5,2,0,,0.3,16.05,1,1,2.75
2,09/01/2021 01:36:00 PM,09/01/2021 02:23:00 PM,,,196,203,,8.41,43.4,5.5,0,0,0,,0.3,49.2,,,
2,09/01/2021 01:36:00 PM,09/01/2021 01:39:00 PM,,,228,14,,0.55,12.7,2.75,0,0,0,,0.3,15.75,,,
2,09/01/2021 01:36:08 PM,09/01/2021 02:31:02 PM,N,1,46,55,2,32.34,86,0,0.5,0,6.55,,0.3,93.35,1,1,0
2,09/01/2021 01:36:37 PM,09/01/2021 01:49:27 PM,N,1,75,42,1,3.06,12,0,0.5,0,0,,0.3,12.8,2,1,0
2,09/01/2021 01:37:16 PM,09/01/2021 01:56:17 PM,N,1,65,188,1,3.36,15,0,0.5,5,0,,0.3,20.8,1,1,0
1,09/01/2021 01:37:49 PM,09/01/2021 01:46:52 PM,N,1,65,34,1,1.3,7.5,0,0.5,2.05,0,,0.3,10.35,1,1,0
2,09/01/2021 01:38:15 PM,09/01/2021 01:41:43 PM,N,1,75,74,2,0.97,5,0,0.5,1,0,,0.3,6.8,1,1,0
2,09/01/2021 01:38:26 PM,09/01/2021 01:49:55 PM,N,1,75,74,1,1.75,9.5,0,0.5,2.06,0,,0.3,12.36,1,1,0
2,09/01/2021 01:38:43 PM,09/01/2021 02:29:24 PM,N,1,207,90,1,7.22,34.5,0,0.5,0,0,,0.3,35.3,1,1,0
2,09/01/2021 01:39:00 PM,09/01/2021 01:52:00 PM,,,75,140,,2.27,13.2,0,0,3.55,0,,0.3,19.8,,,
2,09/01/2021 01:39:00 PM,09/01/2021 01:51:00 PM,,,193,179,,1.99,16.83,2.75,0,0,0,,0.3,19.88,,,
2,09/01/2021 01:40:00 PM,09/01/2021 02:02:00 PM,,,242,78,,3.95,23.43,2.75,0,0,0,,0.3,26.48,,,
2,09/01/2021 01:40:00 PM,09/01/2021 02:26:00 PM,,,14,177,,9.26,25.59,2.75,0,0,0,,0.3,28.64,,,
2,09/01/2021 01:40:48 PM,09/01/2021 03:06:38 PM,N,1,145,136,1,16.67,68.5,0,0.5,0,9.55,,0.3,78.85,1,1,0
2,09/01/2021 01:40:50 PM,09/01/2021 02:05:16 PM,N,1,75,234,1,3.96,17.5,0,0.5,3,0,,0.3,24.05,1,1,2.75
2,09/01/2021 01:41:34 PM,09/01/2021 02:08:53 PM,N,1,197,226,1,9.86,31,0,0.5,0,0,,0.3,31.8,1,1,0
1,09/01/2021 01:41:39 PM,09/01/2021 01:46:02 PM,N,1,75,74,1,1,5.5,0,0.5,1.85,0,,0.3,8.15,1,1,0
2,09/01/2021 01:41:42 PM,09/01/2021 01:45:09 PM,N,1,43,43,1,0.3,4,0,0.5,0,0,,0.3,4.8,2,1,0
2,09/01/2021 01:41:54 PM,09/01/2021 01:57:14 PM,N,1,74,166,1,2.22,11.5,0,0.5,1.08,0,,0.3,13.38,1,1,0
2,09/01/2021 01:41:57 PM,09/01/2021 01:50:53 PM,N,1,152,41,2,1.09,7.5,0,0.5,1.66,0,,0.3,9.96,1,1,0
2,09/01/2021 01:42:27 PM,09/01/2021 01:49:10 PM,N,1,7,179,1,1.18,6,0,0.5,0,0,,0.3,6.8,1,1,0
2,09/01/2021 01:42:37 PM,09/01/2021 01:53:06 PM,N,1,74,41,1,1.15,8.5,0,0.5,2.32,0,,0.3,11.62,1,1,0
2,09/01/2021 01:43:00 PM,09/01/2021 02:04:00 PM,,,181,177,,3.47,19.15,2.75,0,0,0,,0.3,22.2,,,
2,09/01/2021 01:43:00 PM,09/01/2021 01:52:00 PM,,,11,14,,1.49,12.65,2.75,0,0,0,,0.3,15.7,,,
2,09/01/2021 01:43:00 PM,09/01/2021 02:53:00 PM,,,228,215,,25.8,67.99,0,0,6.83,0,,0.3,75.12,,,
2,09/01/2021 01:43:00 PM,09/01/2021 01:56:00 PM,,,129,226,,1.84,21.45,2.75,0,0,0,,0.3,24.5,,,
2,09/01/2021 01:43:00 PM,09/01/2021 02:14:00 PM,,,123,62,,5.46,29.15,5.5,0,0,0,,0.3,34.95,,,
1,09/01/2021 01:43:29 PM,09/01/2021 01:49:06 PM,N,1,97,49,1,0.8,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,09/01/2021 01:44:00 PM,09/01/2021 02:39:00 PM,,,85,32,,21.79,57.99,2.75,0,0,6.55,,0.3,67.59,,,
2,09/01/2021 01:44:00 PM,09/01/2021 02:19:00 PM,,,244,131,,15.87,45.55,2.75,0,0,6.55,,0.3,55.15,,,
2,09/01/2021 01:44:39 PM,09/01/2021 03:04:51 PM,N,1,86,25,1,18.35,64.5,0,0.5,0,0,,0.3,65.3,1,1,0
2,09/01/2021 01:45:32 PM,09/01/2021 03:04:17 PM,N,1,7,7,1,10.67,51.5,0,0.5,0,0,,0.3,55.05,2,1,2.75
2,09/01/2021 01:47:00 PM,09/01/2021 01:59:00 PM,,,130,215,,2.37,21.57,2.75,0,0,0,,0.3,24.62,,,
2,09/01/2021 01:47:00 PM,09/01/2021 02:23:00 PM,,,166,250,,0,34.56,2.75,0,0,0,,0.3,37.61,,,
2,09/01/2021 01:47:00 PM,09/01/2021 02:01:00 PM,,,185,242,,2.06,18.95,2.75,0,0,0,,0.3,22,,,
2,09/01/2021 01:47:40 PM,09/01/2021 01:56:13 PM,N,1,74,75,1,1.05,7,0,0.5,1,0,,0.3,8.8,1,1,0
2,09/01/2021 01:48:00 PM,09/01/2021 02:03:11 PM,N,1,75,141,5,2.21,12,0,0.5,3.11,0,,0.3,18.66,1,1,2.75
2,09/01/2021 01:48:00 PM,09/01/2021 01:56:00 PM,,,210,22,,3.51,17.69,2.75,0,0,0,,0.3,20.74,,,
2,09/01/2021 01:48:00 PM,09/01/2021 01:54:00 PM,,,188,188,,0.94,13.95,2.75,0,0,0,,0.3,17,,,
2,09/01/2021 01:49:00 PM,09/01/2021 01:56:00 PM,,,139,139,,1.3,18.58,2.75,0,0,0,,0.3,21.63,,,
2,09/01/2021 01:49:00 PM,09/01/2021 02:16:00 PM,,,17,170,,8.04,26.2,0,0,0,6.55,,0.3,35.8,,,
2,09/01/2021 01:49:39 PM,09/01/2021 01:56:04 PM,N,1,75,74,1,0.9,6,0,0.5,1.36,0,,0.3,8.16,1,1,0
2,09/01/2021 01:49:43 PM,09/01/2021 02:03:32 PM,N,1,75,239,2,2.51,11,0,0.5,0,0,,0.3,14.55,2,1,2.75
2,09/01/2021 01:50:00 PM,09/01/2021 02:05:15 PM,N,1,65,225,1,2.39,11,0,0.5,1,0,,0.3,12.8,1,1,0
2,09/01/2021 01:50:00 PM,09/01/2021 02:41:00 PM,,,234,89,,8.11,34.37,2.75,0,0,0,,0.3,37.42,,,
2,09/01/2021 01:50:00 PM,09/01/2021 02:18:00 PM,,,25,71,,4.95,21.64,2.75,0,0,0,,0.3,24.69,,,
1,09/01/2021 01:50:18 PM,09/01/2021 02:02:34 PM,N,1,244,194,1,6.6,19.5,0,0.5,0,6.55,,0.3,26.85,2,1,0
2,09/01/2021 01:51:00 PM,09/01/2021 01:52:00 PM,,,197,197,,0.07,15.45,2.75,0,0,0,,0.3,18.5,,,
2,09/01/2021 01:51:00 PM,09/01/2021 02:22:00 PM,,,51,235,,7.49,29.64,2.75,0,0,0,,0.3,32.69,,,
1,09/01/2021 01:51:35 PM,09/01/2021 02:00:16 PM,N,1,52,195,1,1.6,8,0,0.5,1.75,0,,0.3,10.55,1,1,0
1,09/01/2021 01:51:40 PM,09/01/2021 01:51:48 PM,N,1,95,95,1,47.1,2.5,0,0.5,7,0,,0.3,10.3,1,1,0
2,09/01/2021 01:53:31 PM,09/01/2021 02:57:40 PM,N,1,35,227,1,20.92,68.5,0,0.5,0,0,,0.3,69.3,1,1,0
2,09/01/2021 01:53:54 PM,09/01/2021 02:13:53 PM,N,5,195,61,1,3.17,25,0,0,5.06,0,,0.3,30.36,1,2,0
2,09/01/2021 01:54:00 PM,09/01/2021 02:02:00 PM,,,215,10,,1.3,21.57,2.75,0,0,0,,0.3,24.62,,,
2,09/01/2021 01:54:00 PM,09/01/2021 02:20:00 PM,,,213,235,,1.29,20.53,2.75,0,0,0,,0.3,23.58,,,
2,09/01/2021 01:54:06 PM,09/01/2021 02:05:00 PM,N,1,75,166,1,1.8,9,0,0.5,1.96,0,,0.3,11.76,1,1,0
2,09/01/2021 01:54:53 PM,09/01/2021 02:06:19 PM,N,1,74,43,1,1.56,9,0,0.5,0,0,,0.3,9.8,2,1,0
2,09/01/2021 01:55:00 PM,09/01/2021 03:18:00 PM,,,121,169,,12.45,28.06,8.25,0,0,6.55,,0.3,43.16,,,
2,09/01/2021 01:55:12 PM,09/01/2021 02:47:31 PM,N,1,243,13,1,12.43,46,0,0.5,0,0,,0.3,46.8,1,1,0
2,09/01/2021 01:55:25 PM,09/01/2021 01:55:29 PM,N,5,93,93,1,0.06,40,0,0,0,0,,0.3,40.3,1,2,0
2,09/01/2021 01:56:00 PM,09/01/2021 02:04:00 PM,,,42,42,,1.28,17.69,2.75,0,0,0,,0.3,20.74,,,
2,09/01/2021 01:56:19 PM,09/01/2021 02:03:20 PM,N,1,75,263,1,1.02,6.5,0,0.5,0,0,,0.3,10.05,2,1,2.75
2,09/01/2021 01:56:27 PM,09/01/2021 02:12:29 PM,N,1,97,17,2,1.71,11,0,0.5,2.36,0,,0.3,14.16,1,1,0
2,09/01/2021 01:57:10 PM,09/01/2021 02:06:23 PM,N,1,43,239,1,2.04,8.5,0,0.5,2.41,0,,0.3,14.46,1,1,2.75
2,09/01/2021 01:57:24 PM,09/01/2021 02:18:58 PM,N,1,41,193,1,5.54,20.5,0,0.5,0,6.55,,0.3,27.85,2,1,0
1,09/01/2021 01:57:41 PM,09/01/2021 02:20:55 PM,N,1,244,140,1,8,26,2.75,0.5,5.9,0,,0.3,35.45,1,1,2.75
2,09/01/2021 01:57:43 PM,09/01/2021 02:06:12 PM,N,1,75,263,1,1.12,7.5,0,0.5,2.76,0,,0.3,13.81,1,1,2.75
1,09/01/2021 01:57:59 PM,09/01/2021 02:17:42 PM,N,1,97,112,1,4.4,18,0,0.5,0,0,,0.3,18.8,2,1,0
2,09/01/2021 01:59:00 PM,09/01/2021 02:51:00 PM,,,72,170,,13.74,29.22,1.35,0,0,6.55,,0.3,37.42,,,
2,09/01/2021 02:00:05 PM,09/01/2021 02:27:45 PM,N,1,52,61,1,3.44,18.5,0,0.5,0,0,,0.3,19.3,2,1,0
2,09/01/2021 02:00:43 PM,09/01/2021 02:29:38 PM,N,1,32,235,1,3.54,19,0,0.5,0,0,,0.3,19.8,2,1,0
2,09/01/2021 02:00:56 PM,09/01/2021 02:14:55 PM,N,1,166,74,1,1.93,10.5,0,0.5,2.26,0,,0.3,13.56,1,1,0
2,09/01/2021 02:01:00 PM,09/01/2021 02:16:00 PM,,,247,153,,4.82,28.12,2.75,0,0,0,,0.3,31.17,,,
2,09/01/2021 02:01:00 PM,09/01/2021 02:21:00 PM,,,149,39,,3.38,28.22,2.75,0,0,0,,0.3,31.27,,,
2,09/01/2021 02:01:48 PM,09/01/2021 02:09:16 PM,N,1,95,95,5,1.47,7.5,0,0.5,0,0,,0.3,8.3,2,1,0
2,09/01/2021 02:02:00 PM,09/01/2021 02:16:23 PM,N,1,74,236,1,2.21,11,0,0.5,3.64,0,,0.3,18.19,1,1,2.75
2,09/01/2021 02:02:00 PM,09/01/2021 02:24:00 PM,,,152,168,,2.46,20.34,2.75,0,0,0,,0.3,23.39,,,
2,09/01/2021 02:02:08 PM,09/01/2021 02:04:38 PM,N,1,41,41,1,0.42,3.5,0,0.5,0.86,0,,0.3,5.16,1,1,0
2,09/01/2021 02:02:52 PM,09/01/2021 02:10:49 PM,N,1,41,152,1,0.97,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
2,09/01/2021 02:03:21 PM,09/01/2021 02:13:36 PM,N,1,75,239,1,2.05,9.5,0,0.5,2.61,0,,0.3,15.66,1,1,2.75
2,09/01/2021 02:03:45 PM,09/01/2021 02:18:05 PM,N,1,75,239,1,2.23,11,0,0.5,2.91,0,,0.3,17.46,1,1,2.75
2,09/01/2021 02:04:00 PM,09/01/2021 03:12:00 PM,,,243,76,,20.45,66.4,2.75,0,0,6.55,,0.3,76,,,
2,09/01/2021 02:04:00 PM,09/01/2021 03:00:00 PM,,,74,188,,13.9,43.79,2.75,0,0,0,,0.3,46.84,,,
1,09/01/2021 02:04:01 PM,09/01/2021 02:25:32 PM,N,1,65,14,1,0,18.2,0,0.5,0,0,,0.3,19,1,1,0
2,09/01/2021 02:04:03 PM,09/01/2021 02:04:05 PM,N,1,193,264,1,0,2.5,0,0.5,0,0,,0.3,3.3,2,1,0
2,09/01/2021 02:04:30 PM,09/01/2021 02:10:29 PM,N,1,75,263,1,0.85,6,0,0.5,2.39,0,,0.3,11.94,1,1,2.75
2,09/01/2021 02:04:58 PM,09/01/2021 02:09:00 PM,N,1,41,152,1,0.55,4.5,0,0.5,0,0,,0.3,5.3,2,1,0
2,09/01/2021 02:05:00 PM,09/01/2021 02:20:00 PM,,,131,38,,3.55,21.57,2.75,0,0,0,,0.3,24.62,,,
2,09/01/2021 02:05:29 PM,09/01/2021 02:59:02 PM,N,3,7,1,1,24.24,86,0,0,20.92,18.3,,0.3,125.52,1,1,0
2,09/01/2021 02:05:33 PM,09/01/2021 02:40:53 PM,N,1,166,243,1,4.47,25,0,0.5,0,0,,0.3,25.8,1,1,0
2,09/01/2021 02:06:00 PM,09/01/2021 02:43:00 PM,,,45,71,,6.5,31.41,2.75,0,0,0,,0.3,34.46,,,
2,09/01/2021 02:06:23 PM,09/01/2021 02:22:37 PM,N,1,74,236,2,1.83,11,0,0.5,0,0,,0.3,11.8,2,1,0
2,09/01/2021 02:06:38 PM,09/01/2021 02:30:32 PM,N,1,97,228,1,3.6,17.5,0,0.5,3.66,0,,0.3,21.96,1,1,0
2,09/01/2021 02:06:58 PM,09/01/2021 02:26:27 PM,N,1,75,79,6,5.85,19.5,0,0.5,3,0,,0.3,26.05,1,1,2.75
2,09/01/2021 02:07:00 PM,09/01/2021 03:11:00 PM,,,25,265,,20.68,48.17,2.75,0,0,0,,0.3,51.22,,,
2,09/01/2021 02:07:05 PM,09/01/2021 02:07:35 PM,N,1,193,193,1,0,2.5,0,0.5,0,0,,0.3,3.3,2,1,0
2,09/01/2021 02:07:09 PM,09/01/2021 02:14:15 PM,N,1,41,75,1,1.07,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
2,09/01/2021 02:08:00 PM,09/01/2021 02:32:00 PM,,,97,188,,2.46,19.15,2.75,0,0,0,,0.3,22.2,,,
2,09/01/2021 02:08:00 PM,09/01/2021 02:43:00 PM,,,77,181,,5.58,25.28,5.5,0,0,0,,0.3,31.08,,,
2,09/01/2021 02:08:14 PM,09/01/2021 02:40:48 PM,N,1,265,116,2,12.01,36.5,0,0.5,0,0,,0.3,37.3,2,1,0
2,09/01/2021 02:09:00 PM,09/01/2021 02:31:00 PM,,,228,55,,8.4,29.15,2.75,0,0,0,,0.3,32.2,,,
2,09/01/2021 02:09:32 PM,09/01/2021 02:29:40 PM,N,1,244,126,1,5.31,18,0,0.5,0,0,,0.3,18.8,2,1,0
2,09/01/2021 02:10:00 PM,09/01/2021 02:29:00 PM,,,135,198,,6.39,32.95,2.75,0,0,0,,0.3,36,,,
2,09/01/2021 02:10:01 PM,09/01/2021 02:24:51 PM,N,1,146,260,1,1.94,11,0,0.5,0,0,,0.3,11.8,2,1,0
2,09/01/2021 02:10:28 PM,09/01/2021 02:15:59 PM,N,1,75,74,1,1.45,6.5,0,0.5,1,0,,0.3,8.3,1,1,0
2,09/01/2021 02:10:32 PM,09/01/2021 02:36:57 PM,N,1,74,161,1,3.98,18.5,0,0.5,1.5,0,,0.3,23.55,1,1,2.75
2,09/01/2021 02:10:47 PM,09/01/2021 02:11:08 PM,N,5,74,74,2,0.04,19.8,0,0,1,0,,0.3,21.1,1,2,0
2,09/01/2021 02:12:00 PM,09/01/2021 02:36:00 PM,,,258,28,,6.1,27.75,2.75,0,0,0,,0.3,30.8,,,
2,09/01/2021 02:13:00 PM,09/01/2021 02:15:00 PM,,,11,11,,0.33,19.41,2.75,0,0,0,,0.3,22.46,,,
2,09/01/2021 02:14:00 PM,09/01/2021 02:23:00 PM,,,185,81,,1.91,13.62,2.75,0,0,0,,0.3,16.67,,,
2,09/01/2021 02:14:00 PM,09/01/2021 03:04:00 PM,,,76,106,,6.91,28.03,2.75,0,0,0,,0.3,31.08,,,
1,09/01/2021 02:14:22 PM,09/01/2021 02:21:56 PM,N,1,152,244,2,1,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
2,09/01/2021 02:14:56 PM,09/01/2021 02:36:39 PM,N,1,41,119,1,3.2,16,0,0.5,0,0,,0.3,16.8,2,1,0
2,09/01/2021 02:15:23 PM,09/01/2021 02:25:17 PM,N,1,95,135,1,1.69,9,0,0.5,0,0,,0.3,9.8,1,1,0
2,09/01/2021 02:15:25 PM,09/01/2021 02:24:35 PM,N,1,75,238,1,1.24,8,0,0.5,0,0,,0.3,11.55,2,1,2.75
2,09/01/2021 02:15:36 PM,09/01/2021 02:31:53 PM,N,1,134,197,1,3.48,14.5,0,0.5,3.82,0,,0.3,19.12,1,1,0
2,09/01/2021 02:16:00 PM,09/01/2021 02:34:00 PM,,,244,116,,1.33,13.2,0,0,0,0,,0.3,13.5,,,
2,09/01/2021 02:16:00 PM,09/01/2021 02:23:00 PM,,,263,75,,1.32,16.58,2.75,0,0,0,,0.3,19.63,,,
2,09/01/2021 02:16:00 PM,09/01/2021 02:36:00 PM,,,61,181,,3.09,15.21,0,0,3.45,0,,0.3,18.96,,,
2,09/01/2021 02:16:00 PM,09/01/2021 02:37:00 PM,,,123,257,,3.73,13.97,2.75,0,0,6.55,,0.3,23.57,,,
2,09/01/2021 02:16:41 PM,09/01/2021 02:31:37 PM,N,1,41,142,1,2.66,12,0,0.5,2.45,0,,0.3,18,1,1,2.75
2,09/01/2021 02:16:43 PM,09/01/2021 02:36:56 PM,N,1,166,237,1,3.73,16.5,0,0.5,4.01,0,,0.3,24.06,1,1,2.75
2,09/01/2021 02:16:55 PM,09/01/2021 02:27:09 PM,N,1,74,168,1,1.6,8.5,0,0.5,0,0,,0.3,9.3,2,1,0
2,09/01/2021 02:16:59 PM,09/01/2021 02:22:46 PM,N,1,130,215,1,1.51,6.5,0,0.5,2.19,0,,0.3,9.49,1,1,0
2,09/01/2021 02:17:00 PM,09/01/2021 02:32:00 PM,,,174,136,,2.58,23.88,2.75,0,0,0,,0.3,26.93,,,
2,09/01/2021 02:17:00 PM,09/01/2021 03:00:00 PM,,,140,10,,6.45,47.98,2.75,0,0,6.55,,0.3,57.58,,,
2,09/01/2021 02:17:06 PM,09/01/2021 02:41:34 PM,N,1,75,200,2,9.08,29.5,0,0.5,0,3,,0.3,33.3,2,1,0
2,09/01/2021 02:17:22 PM,09/01/2021 02:24:01 PM,N,1,41,42,1,1.48,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,09/01/2021 02:18:00 PM,09/01/2021 02:28:00 PM,,,78,248,,1.47,17.6,2.75,0,0,0,,0.3,20.65,,,
1,09/01/2021 02:18:08 PM,09/01/2021 02:53:45 PM,N,1,244,234,2,10.8,35.5,2.75,0.5,6,0,,0.3,45.05,1,1,2.75
2,09/01/2021 02:18:54 PM,09/01/2021 02:42:35 PM,N,1,244,141,1,7.44,24,0,0.5,5.51,0,,0.3,33.06,1,1,2.75
2,09/01/2021 02:19:35 PM,09/01/2021 02:55:40 PM,N,1,47,233,1,9.88,33,0,0.5,0,6.55,,0.3,43.1,2,1,2.75
2,09/01/2021 02:20:00 PM,09/01/2021 02:33:00 PM,,,265,191,,3.29,25.95,2.75,0,0,0,,0.3,29,,,
2,09/01/2021 02:22:00 PM,09/01/2021 03:08:00 PM,,,188,70,,15.65,51.55,2.75,0,0,0,,0.3,54.6,,,
2,09/01/2021 02:22:00 PM,09/01/2021 03:05:00 PM,,,97,155,,7.16,26.4,2.75,0,0,6.55,,0.3,36,,,
2,09/01/2021 02:22:29 PM,09/01/2021 02:31:59 PM,N,1,74,159,1,1.65,8,0,0.5,0,0,,0.3,8.8,2,1,0
2,09/01/2021 02:23:00 PM,09/01/2021 02:58:00 PM,,,136,48,,10.49,46.15,2.75,0,0,0,,0.3,49.2,,,
2,09/01/2021 02:23:13 PM,09/01/2021 02:35:28 PM,N,1,41,116,2,1.85,10,0,0.5,0,0,,0.3,10.8,2,1,0
2,09/01/2021 02:23:35 PM,09/01/2021 02:32:07 PM,N,1,74,41,1,1.03,7,0,0.5,1.95,0,,0.3,9.75,1,1,0
2,09/01/2021 02:24:00 PM,09/01/2021 02:35:00 PM,,,43,42,,1.84,23.36,2.75,0,0,0,,0.3,26.41,,,
1,09/01/2021 02:24:36 PM,09/01/2021 02:33:35 PM,N,1,97,65,1,0,10.2,0,0.5,0,0,,0.3,11,1,1,0
2,09/01/2021 02:24:51 PM,09/01/2021 02:36:26 PM,N,1,260,138,1,4.12,14.5,0,0.5,3.06,0,,0.3,18.36,1,1,0
2,09/01/2021 02:25:00 PM,09/01/2021 03:00:00 PM,,,61,65,,4.92,29.45,2.75,0,0,0,,0.3,32.5,,,
2,09/01/2021 02:25:22 PM,09/01/2021 02:37:46 PM,N,1,74,116,1,1.92,9.5,0,0.5,2.06,0,,0.3,12.36,1,1,0
2,09/01/2021 02:25:26 PM,09/01/2021 02:35:10 PM,N,1,193,179,1,1.97,9,0,0.5,0,0,,0.3,9.8,2,1,0
2,09/01/2021 02:26:00 PM,09/01/2021 02:43:00 PM,,,72,76,,3.17,26.58,0,0,0,0,,0.3,26.88,,,
2,09/01/2021 02:26:00 PM,09/01/2021 02:31:00 PM,,,153,136,,0.86,15.45,2.75,0,0,0,,0.3,18.5,,,
2,09/01/2021 02:26:18 PM,09/01/2021 02:44:18 PM,N,1,166,74,1,2.36,13,0,0.5,2.76,0,,0.3,16.56,1,1,0
2,09/01/2021 02:26:31 PM,09/01/2021 02:48:04 PM,N,1,74,141,1,2.53,14.5,0,0.5,3.61,0,,0.3,21.66,1,1,2.75
2,09/01/2021 02:27:00 PM,09/01/2021 02:51:00 PM,,,160,7,,8.28,21.45,2.75,0,0,0,,0.3,24.5,,,
2,09/01/2021 02:27:05 PM,09/01/2021 02:36:52 PM,N,1,75,75,6,0.79,7.5,0,0.5,0,0,,0.3,8.3,2,1,0
2,09/01/2021 02:28:31 PM,09/01/2021 02:44:10 PM,N,1,74,151,1,2.49,12,0,0.5,2.56,0,,0.3,15.36,1,1,0
1,09/01/2021 02:28:40 PM,09/01/2021 02:38:26 PM,Y,1,65,97,1,1,7.5,0,0.5,1.65,0,,0.3,9.95,1,1,0
2,09/01/2021 02:28:57 PM,09/01/2021 02:31:01 PM,N,1,95,95,1,0.24,3.5,0,0.5,0,0,,0.3,4.3,2,1,0
2,09/01/2021 02:29:00 PM,09/01/2021 02:58:00 PM,,,129,135,,7.29,39.95,2.75,0,0,0,,0.3,43,,,
2,09/01/2021 02:29:00 PM,09/01/2021 02:48:00 PM,,,69,126,,5.28,16.49,5.5,0,0,0,,0.3,22.29,,,
2,09/01/2021 02:30:00 PM,09/01/2021 02:55:00 PM,,,74,112,,9.99,38.24,0,0,5.22,6.55,,0.3,50.31,,,
2,09/01/2021 02:30:07 PM,09/01/2021 03:07:34 PM,N,1,97,238,1,12.01,37.5,0,0.5,5,0,,0.3,46.05,1,1,2.75
2,09/01/2021 02:30:07 PM,09/01/2021 02:43:31 PM,N,1,116,239,1,4.06,15,0,0.5,3.71,0,,0.3,22.26,1,1,2.75
2,09/01/2021 02:30:52 PM,09/01/2021 03:01:12 PM,N,1,65,148,1,4.99,22,0,0.5,5.11,0,,0.3,30.66,1,1,2.75
2,09/01/2021 02:31:00 PM,09/01/2021 02:38:00 PM,,,37,225,,1.09,20.06,2.75,0,0,0,,0.3,23.11,,,
2,09/01/2021 02:32:00 PM,09/01/2021 03:10:00 PM,,,81,168,,11.34,46.15,2.75,0,0,0,,0.3,49.2,,,
2,09/01/2021 02:32:02 PM,09/01/2021 02:38:44 PM,N,1,244,116,2,1.08,6.5,0,0.5,0,0,,0.3,7.3,1,1,0
